qid,question,context_id,candidate_context,label,department,source_type,embedding_score,question_department
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000012,标题：婴儿的血管瘤如何诊断 患者问题：4.21日发现右耳耳垂后有一直径0.8公分的略发紫的包块，触摸较软，触摸时，婴儿没有表现不适。曾经的治疗情况和效果：无想得到怎样的帮助：想知道有没有可能是血管瘤，需要做什么检查。 医生回答：血管瘤称为血管组织血管瘤，可分为两种类型：一种是胚胎发育过程中的血管发育异常，由异常的血管发育或分化引起的血管畸形，一种是由于血管异常增生而产生的真正的肿瘤内皮细胞。人体血管瘤通常最初无症状，当肿瘤扩大时，可将其压迫并移入邻近器官，并出现各种症状。手术或高频电极可以完全治疗。高频电极是纯粹的物理处理方法。它对生长和发育没有影响，并且在愈合后不会复发。血管瘤将逐渐长大，并长大并治疗。难度更大。,0,oncology,hard_negative,0.7378210415609641,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000013,标题：卵巢癌可以治疗好治疗好的吗 患者问题：今年50岁，最近月经不准，而且腹部疼，阴道流血，朋友说这是卵巢癌的症状，请问；卵巢癌可以治疗好治疗好的吗 医生回答：卵巢癌属于恶性肿瘤中，预后相对比较差的，但如果发觉的比较早，还是有缓解的可能会的一、卵巢癌病人饮食宜清淡，不食或少食高剂量乳糖以及过多的动物脂肪。二、饮食不偏嗜，多食用含有纤维素、微量元素及纤维素类食品，如香菇、黄豆、新鲜的蔬菜、冬菇及甲鱼、海带、紫菜、牡蛎等等。三、不食用烟熏、霉烂、所含亚硝酸盐食物，少吃油炸、辛辣、腌渍的食物，不抽烟、不吸毒、不暴饮暴食。,0,oncology,hard_negative,0.7938707720904633,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000014,标题：脸部血管瘤的治疗有什么需要特别注意的吗？ 患者问题：孩子之前感到不舒服的时候，在医院检查出了血管瘤，目前正在接受治疗，所以现在这里请问一下医生，脸部血管瘤的治疗有什么需要特别注意的吗？ 医生回答：这位朋友您好，现在主要是脸部的血管瘤，一般是由于先天发育异常引起的疾病，出现了脸部皮肤的红色包块，包块比较大的话，容易引起破裂出血，所以通常建议使用手术治疗比较好，手术以后才能够恢复的，平时合理的饮食，预防各种疾病的发生，对身体是有好处的。,0,oncology,hard_negative,0.7866760762486323,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000015,标题：患有甲状腺瘤有治疗康复的可能吗? 患者问题：近期常感觉胸闷，不着觉，抖，便次数增多，重偏瘦，为是心脏功能不医院检查发现是甲状腺腺瘤，在想知道，有甲状腺瘤有治疗康复的可能吗? 医生回答：甲状腺瘤是临床诊断常见并多发病，中绝大部分为良性炎症，少数为癌，于这个瘤一般是拥有良性的，建议到医院做个仔细检查，能已经影响到了正常生活了，建议实施手术治疗可能效果会更个紫河车可能效果不明显，时留意歇息，食辛辣刺激性的食物，了治疗腺瘤外，建议患者在日常生活中要留意饮食，且要始终保持舒畅的心情，以此来增强体质加快康复速度。,0,oncology,hard_negative,0.7821389296772815,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000011,标题：肝血管瘤危害大吗？好治吗？ 患者问题：医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？ 医生回答：肝血管瘤主要是由先天性引起的，考虑遗传因素，是良性病变，不用太担心。如果血管瘤小于五厘米，则通常无效，无需特殊治疗，定期复查，通常为6-12个月。如果肝血管瘤较大，则主要危险是破裂，应采用手术治疗。注意平时饮食，不要吃辛辣等油腻性食物，可以清淡饮食，并适当活动，增强自身免疫能力。,1,oncology,positive,0.9140931429408937,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000016,标题：孩子肥胖懒应怎样治疗好 患者问题：男孩子，刚3岁，最近几周，发现，我家孩子越来越胖了，同时，食量非常的大，还特别的懒，请问：孩子肥胖懒应怎样治疗好。 医生回答：孩子出现肥胖症的情况。家长要通过孩子运功和健康的饮食来缓解他的症状，给孩子在承受范围内安排孩子游泳，慢跑等运动，像冬瓜，西红柿这样高纤维的蔬菜要多吃一些，禁止孩子吃高热量，高脂肪的食物，像蛋糕，干果，曲奇饼干等，也不要让孩子总是暴饮暴食，让他多运动，家长在给孩子治疗肥胖症期间，如果上述方法没有让您的孩子肥胖症状缓解的话要及时去医院查明原因，避免病情加重。,0,pediatrics,random_negative,0.7703123296602609,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000017,标题：孩子出现扁桃体炎总发烧不能吃什么 患者问题：我家男宝，今年9岁，刚开始，说嗓子喝水都觉得疼，发现，说话的时候声音有点沙哑，并且，伴有低烧，请问：孩子出现扁桃体炎总发烧不能吃什么。 医生回答：在治疗儿童扁桃体炎的同时，饮食上也是需要引起足够重视的，一般是建议给孩子多吃一些水果和蔬菜的，因为很多水果都有清热解毒的作用，而且富含维生素，可帮助提高免疫力，抵御疾病，可以选择梨、西瓜、金橘以及石榴等，蔬菜的话像一些绿叶青菜以及西红柿等都是不错的，也建议选择一些比较好消化的食物，熬点粥或是把面条煮烂一些都是很适合孩子治疗期间吃的，平时呢还要多喝白开水，但是像一些发物，比如海鲜、狗肉等应敬而远之，在正确饮食的同时还要注意不要挑食偏食，以免缺少营养抵抗力低下，再次复发。,0,pediatrics,random_negative,0.7671854621778917,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000018,标题：小孩扁桃体炎没食欲饮食要注意什么 患者问题：男宝，刚满9个月，刚开始，说话时觉得嗓子疼，察觉到，说话的时候声音有点沙哑，同时，好像低烧一直都没退，请问：小孩扁桃体炎没食欲饮食要注意什么。 医生回答：在治疗儿童扁桃体炎的同时，饮食上也是需要引起足够重视的，一般是建议给孩子多吃一些水果和蔬菜的，而且蔬菜和水果中富含大量的维生素，有助于提高免疫，可以选择梨、猕猴桃以及金橘等，同时还有清热解毒的作用，日常饮食还要注意易消化，好吞咽，所以建议以稀粥、面食为主，面食务必要煮的细软一些，建议是要多喝水的，另外还要少吃或是不吃羊肉、狗肉等发物，家长们还要注意帮助孩子养成良好的饮食习惯，做到卫生、健康，不挑食不偏食才好。,0,pediatrics,random_negative,0.7121086863056457,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000019,标题：小孩扁桃体炎很难受饮食注意点是什么 患者问题：我家女宝，今年4岁，刚开始，说自己咽东西疼，发现，咳嗽比较剧烈，另外，一直都有点发烧，请问：小孩扁桃体炎很难受饮食注意点是什么。 医生回答：在治疗扁桃体炎期间需要合理的给孩子安排饮食，首先的话可以给孩子多吃蔬菜和水果，因为很多水果都有清热解毒的作用，而且富含维生素，可帮助提高免疫力，抵御疾病，例如金橘皮，其所富含的维生素C是有很好的消炎作用的，也建议选择一些比较好消化的食物，熬点粥或是把面条煮烂一些都是很适合孩子治疗期间吃的，建议是要多喝水的，另外还要少吃或是不吃羊肉、狗肉等发物，家长们还要注意帮助孩子养成良好的饮食习惯，做到卫生、健康，不挑食不偏食才好。,0,pediatrics,random_negative,0.7592569237140722,oncology
q0002,医生，你好，我现在准备50岁，活了半辈子，准备好好的享受后半辈子却让我得知我患了肝血管瘤，我也不知道自己怎么就得了肝血管瘤了，一直都好好的，健康的作息习惯，肝血管瘤危害大吗？好治吗？,c000020,标题：孩子出现扁桃体炎嗓子疼治疗期间吃什么 患者问题：我家女宝，今年7岁，刚开始，说话时觉得嗓子疼，发现，咳嗽比较剧烈，并且，好像低烧一直都没退，请问：孩子出现扁桃体炎嗓子疼治疗期间吃什么。 医生回答：孩子如果患上扁桃体炎，第一时间就诊是非常有必要的，与此同时家长也应该注意给孩子多吃一些蔬菜和水果，之所以让孩子多吃蔬菜和水果，主要是为了补充维生素和微量元素，帮助提高免疫力，尽快恢复，可以选择梨、西瓜、金橘以及石榴等，蔬菜的话像一些绿叶青菜以及西红柿等都是不错的，其它饮食方面建议选择一些比较稀烂好消化的，比如像煮的烂一些的面食和粥都是不错的，在清淡饮食的同时还要少吃发物，例如家禽蛋、驴肉、牛羊肉等，小儿扁桃体炎会出现一些并发症，对孩子的健康是非常不利的，所以家长务必要帮助孩子正确进行治疗。,0,pediatrics,random_negative,0.7631445641546589,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000022,标题：肝血管瘤吃什么消得快 患者问题：这次去医院做体检的时候医生说我有肝血管瘤，可是现在还不算很严重，可以自行尝试能不能恢复，那肝血管瘤吃什么消得快呢？这种疾病对生命有没有危害呢？我很担心会更加恶化 医生回答：肝血管瘤是一种先天性血管畸形，通常会在患者体内持续很长时间，而不会影响患者的身体或进行特殊治疗。另外，任何药物对血管瘤均无效，并且不会使血管瘤消失。通常建议定期监测患者。病人愿意接受治疗，可以接受手术或栓塞治疗。术后病人要注意休息，保持良好的心态,0,oncology,hard_negative,0.7856970847972424,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000023,标题：肺部als是癌症吗 患者问题：我一位男同事，36岁，体检说肺部有4mm结节，Als可能性较大。请问：肺部als是癌症吗 医生回答：目前结节很小，需要有复检，太小了没办法定性。但是根据经验定性应该是肺癌早期，病理类型是腺癌。需要有进一步仔细检查方才能明确具体的原因。你好，从你叙述的情况来看，如果质疑是肺部的问题致使的，可以考虑实施拍个胸片，或者实施肺部ct的仔细检查，可以明确您胸闷以及呼吸困难的具体原因。,0,oncology,hard_negative,0.6470368469291837,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000024,标题：怎样判断淋巴瘤复发 患者问题：七年前患非霍奇金淋巴瘤T细胞。于今年六月份产下一女，现在下巴部位有个淋巴结肿大，请问是复发了吗？ 医生回答：如是良性，开刀手术治疗就可以，术后不需要化疗。如果是淋巴瘤的情况，那么具体的，是需要进行检查之后，才能够明确具体的，是良性肿瘤还是恶性肿瘤的情况。那么如果是良性肿瘤及时地进行手术，改善后期是可以治愈的。如果是恶性肿瘤考虑是需要手术之后，针对性的进行放化疗治疗,0,oncology,hard_negative,0.7653910428755333,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000025,标题：癌细胞为什么会扩散 患者问题：妹子47岁，得了癌症的病人，她的心情不好，请问；癌细胞为什么会扩散 医生回答：肿瘤岔开是指恶性肿瘤细胞从原发部位，经淋巴道，血管或体腔等途径，抵达其他部位专心生长的这一过程，癌症是细胞不受压制的恶性细胞分裂，要细胞分裂就要获得养分，主要的血管都在基底膜这一侧，癌症为了获得养分，就要通过次级新生的血管来达成一致目的。所以，蔓延其实是肿瘤养家糊口自己的一种方式。,0,oncology,hard_negative,0.6829200593779766,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000021,标题：血管瘤对身体的危害有哪些？ 患者问题：我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？ 医生回答：您好朋友，现在主要是眼睛旁边长了血管瘤，对身体的影响是比较大的，出现了眼睛旁皮肤的红色包块，一般没有疼痛，瘙痒，但是会影响美观，监狱服是用激光去除血管瘤治疗，这样才能够控制疾病，平时多休息，避免过于劳累，预防各种疾病的发生，有利于疾病的控制。,1,oncology,positive,0.9121437445039415,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000026,标题：孩童中耳炎流脓要如何治效果好 患者问题：男宝，刚满1岁，这一周，孩子说自己耳朵又痒又疼，早上，耳屎很多很黄，而且，好像没什么食欲也很乏力，请问：孩童中耳炎流脓要如何治效果好。 医生回答：治疗的话要根据孩子症状给予对症消炎药，除全身用药的话也可进行局部治疗，使用消炎类的滴耳液医治，也可以根据孩子的情况给点镇痛药，尤其是耳朵痛剧烈的时候，可帮助缓解痛苦，如果孩子伴随着高烧的话那么就应该酌情使用退烧药，要是严重，那么就需要尽早就医了，存在耳膜穿孔的情况家长可考虑可孩子手术治疗，平时注意饮食清淡，治疗期间以流食为主。,0,pediatrics,random_negative,0.6719074789082776,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000027,标题：出现小孩扁桃体发炎常会出现什么症状表现 患者问题：我家女宝，今年7岁，刚开始，嗓子眼有点痛，发现，咳嗽比较剧烈，而且，一直都有点发烧，请问：出现小孩扁桃体发炎常会出现什么症状表现。 医生回答：扁桃体是在咽喉部的，因此一旦发生小耳扁桃体发炎，最为明显的症状之一就是咽痛，吞咽困难，以此同时孩子还可能出现发烧的情况，或是低烧，也可能是39-40摄氏度的高烧，同时也还伴有头痛，或是全身痛的情况，同时扁桃体充血的情况下可观察到存在红肿的情况，还可能出现一些严重的并发症，比如像肾炎啊，败血症这类的，直接威胁生命，所以在此建议这位家长，如果你家孩子确实有以上症状，务必要及时送医治疗。,0,pediatrics,random_negative,0.7907226091103591,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000028,标题：孩子出现扁桃体炎很难受饮食注意哪些点 患者问题：男宝，刚满4个月，一开始，嗓子眼有点痛，发现，咳嗽比较剧烈，并且，伴有低烧，请问：孩子出现扁桃体炎很难受饮食注意哪些点。 医生回答：孩子如果患上扁桃体炎，第一时间就诊是非常有必要的，与此同时家长也应该注意给孩子多吃一些蔬菜和水果，而且蔬菜和水果中富含大量的维生素，有助于提高免疫，不过水果的选择上要注意避免过于寒凉的，可以选择一些性平的，比如苹果，猕猴桃之类的，也建议选择一些比较好消化的食物，熬点粥或是把面条煮烂一些都是很适合孩子治疗期间吃的，建议是要多喝水的，另外还要少吃或是不吃羊肉、狗肉等发物，饮食对扁桃体炎的治疗也是很关键的，务必注意。,0,pediatrics,random_negative,0.7302140312660494,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000029,标题：小儿扁桃体发炎不舒服饮食禁忌是什么 患者问题：我家的孩子是男宝宝，3岁，刚开始，说话时觉得嗓子疼，察觉到，咳嗽比较剧烈，另外，现在已经高烧不退了，请问：小儿扁桃体发炎不舒服饮食禁忌是什么。 医生回答：发现扁桃体炎务必要及时给孩子治疗，另外日常饮食可以多吃一些蔬菜和水果，水果和蔬菜都富含维生素及微量元素，而且相对清淡，所以对疾病的治疗是非常有帮助的，可以选择梨、西瓜、金橘以及石榴等，蔬菜的话像一些绿叶青菜以及西红柿等都是不错的，日常饮食的话应该以清淡、易消化，好吞咽为主，比如像粥、面等都是非常不错的，不过还要注意像刺激辛辣的食物，以及一些发物在这一阶段都是不建议给孩子吃的，生活中还要注意帮助孩子去养成良好的习惯，除了健康饮食之外，还要早睡早起，适当运动。,0,pediatrics,random_negative,0.7520523677881072,oncology
q0003,我家宝宝今年5岁了，一出生的时候，眼睛旁边长了个小小的红色的东西，医生说是血管瘤，说是先不用处理，以后等要是长的话就去做手术做掉，现在感觉好像比之前大了许多，我想咨询一下，血管瘤对身体的危害有哪些？,c000030,标题：孩子出现扁桃体炎咽疼如何合理饮食 患者问题：女宝宝，目前5岁，一开始，说自己咽东西疼，发现，咳嗽好像也比较严重，另外，好像低烧一直都没退，请问：孩子出现扁桃体炎咽疼如何合理饮食。 医生回答：孩子如果患了扁桃体炎，除了抓紧治疗之外，饮食也应该有所重视，首先可以多吃一些比较新鲜的水果和蔬菜，蔬菜和水果中的营养元素含量比较丰富，可以帮助提高孩子的免疫力，因此有助于扁桃体的修复，比如点梨，梨性凉，具有退烧、润喉、化痰、止痛的作用，可减轻急性扁桃体炎咽喉不适的症状，日常饮食应选择易于消化的，比如粥、面条等，同时千万不要给还吃一些发物，比如像海鲜、狗肉等，这些对病情都是不利的，对于扁桃体炎的治疗除了配合医生外，家长也要帮助孩子去养成良好的饮食和生活习惯，可帮助尽早康复。,0,pediatrics,random_negative,0.7632633009446326,oncology
